35	True	Excalibur		[[File:Excalibur_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 351, 326, 310, 324, 336, 0]	[1, 22, 24, 1, 4]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	3	808	96	384	0
74	True	Khazard helmet		[[File:Khazard_helmet_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 317, 326, 380, 324, 336, 0]	[3, 23, 8, 5, 6]	[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]	0	808	96	128	0
75	True	Khazard armour		[[File:Khazard_armour_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 317, 326, 379, 324, 336, 0]	[0, 26, 2, 2, 3]	[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]	4	808	96	128	0
86	True	Pendant of lucien		[[File:Pendant_of_lucien_equipped_female.png]]	[0, 0, 0, 0, 315, 0, 317, 326, 377, 324, 336, 0]	[7, 25, 20, 4, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	2	808	96	128	0
87	True	Armadyl pendant		[[File:Armadyl_pendant_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 355, 326, 304, 324, 336, 0]	[12, 6, 4, 5, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	2	808	96	128	0
88	True	Boots of lightness		[[File:Boots_of_lightness_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 317, 326, 380, 324, 336, 0]	[3, 23, 8, 5, 6]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	10	808	96	-1	0
89	True	Boots of lightness		[[File:Boots_of_lightness_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 317, 326, 380, 324, 336, 0]	[3, 23, 8, 5, 6]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	10	808	96	128	0
278	True	Cattleprod		[[File:Cattleprod_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 317, 326, 379, 324, 336, 0]	[0, 26, 2, 2, 3]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	3	808	96	1664	0
284	True	Plague jacket		[[File:Plague_jacket_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 320, 326, 382, 324, 336, 0]	[0, 11, 8, 5, 0]	[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1]	4	808	96	128	0
285	True	Plague trousers		[[File:Plague_trousers_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 320, 326, 382, 324, 336, 0]	[5, 19, 9, 1, 2]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	7	808	96	128	0
295	True	Glarial's amulet		[[File:Glarial's_amulet_equipped_female.png]]	[0, 0, 0, 0, 315, 0, 351, 326, 376, 324, 336, 0]	[3, 13, 6, 3, 5]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	2	808	96	128	0
421	True	Lathas' amulet		[[File:Lathas'_amulet_equipped_female.png]]	[0, 0, 0, 0, 315, 0, 352, 326, 375, 324, 336, 0]	[14, 22, 6, 1, 2]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	2	808	96	128	0
426	True	Priest gown (top)		[[File:Priest_gown_(top)_equipped_female.png]]	[0, 0, 0, 0, 315, 0, 317, 326, 380, 324, 336, 0]	[7, 0, 2, 3, 7]	[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]	4	808	96	128	0
428	True	Priest gown (bottom)		[[File:Priest_gown_(bottom)_equipped_female.png]]	[0, 0, 0, 0, 315, 0, 317, 326, 377, 324, 336, 0]	[7, 25, 20, 4, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	7	808	96	128	0
430	True	Medical gown		[[File:Medical_gown_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 317, 326, 379, 324, 336, 0]	[0, 26, 2, 2, 3]	[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]	4	808	96	128	0
466	True	Pickaxe handle		[[File:Pickaxe_handle_equipped_female.png]]			[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]		-1	96	-1	0
468	True	Broken pickaxe (bronze)		[[File:Broken_pickaxe_(bronze)_equipped_female.png]]			[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]		-1	96	-1	0
470	True	Broken pickaxe (iron)		[[File:Broken_pickaxe_(iron)_equipped_female.png]]			[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]		-1	96	-1	0
472	True	Broken pickaxe (steel)		[[File:Broken_pickaxe_(steel)_equipped_female.png]]			[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]		-1	96	-1	0
474	True	Broken pickaxe (mithril)		[[File:Broken_pickaxe_(mithril)_equipped_female.png]]			[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]		-1	96	-1	0
476	True	Broken pickaxe (adamant)		[[File:Broken_pickaxe_(adamant)_equipped_female.png]]			[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]		-1	96	-1	0
478	True	Broken pickaxe (rune)		[[File:Broken_pickaxe_(rune)_equipped_female.png]]			[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]		-1	96	-1	0
492	True	Axe handle	Standard	[[File:Axe_handle_equipped_female.png]]			[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]		-1	96	-1	0
494	True	Broken axe (bronze)		[[File:Broken_axe_(bronze)_equipped_female.png]]			[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]		-1	96	-1	0
496	True	Broken axe (iron)		[[File:Broken_axe_(iron)_equipped_female.png]]			[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]		-1	96	-1	0
498	True	Broken axe (steel)		[[File:Broken_axe_(steel)_equipped_female.png]]			[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]		-1	96	-1	0
500	True	Broken axe (black)		[[File:Broken_axe_(black)_equipped_female.png]]			[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]		-1	96	-1	0
502	True	Broken axe (mithril)		[[File:Broken_axe_(mithril)_equipped_female.png]]			[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]		-1	96	-1	0
504	True	Broken axe (adamant)		[[File:Broken_axe_(adamant)_equipped_female.png]]			[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]		-1	96	-1	0
506	True	Broken axe (rune)		[[File:Broken_axe_(rune)_equipped_female.png]]			[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]		-1	96	-1	0
538	True	Druid's robe		[[File:Druid's_robe_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 320, 326, 382, 324, 336, 0]	[5, 19, 9, 1, 2]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	7	808	96	128	0
540	True	Druid's robe top		[[File:Druid's_robe_top_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 320, 326, 382, 324, 336, 0]	[5, 19, 9, 1, 2]	[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]	4	808	96	128	0
542	True	Monk's robe		[[File:Monk's_robe_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 320, 326, 382, 324, 336, 0]	[5, 19, 9, 1, 2]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	7	808	96	128	0
544	True	Monk's robe top		[[File:Monk's_robe_top_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 351, 326, 310, 324, 336, 0]	[1, 22, 24, 1, 4]	[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]	4	808	96	128	0
546	True	Shade robe top		[[File:Shade_robe_top_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 351, 326, 310, 324, 336, 0]	[1, 22, 24, 1, 4]	[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]	4	808	96	128	0
